date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2018,Japan,0.95,86,46.,69.,30.,83.,19.,29.,54.,44.,27.,0,381,189.
2014,Michigan,0.97,107,105.,105.,86.,103.,-,-,-,-,-,0,40,395.
2013,Michigan,0.97,104,54.,7.,50.,94.,64.,53.,55.,38.,43.,0,326,214.
2012,Michigan,0.98,104,53.,7.,90.,75.,-,-,55.,40.,25.,0,320,216.
2011,Michigan,0.97,97,57.,3.,92.,67.,49.,11.,50.,77.,-,0,295,205.
2010,Michigan,0.96,101,53.,14.,96.,41.,31.,21.,45.,-,-,0,301,196.
2009,Michigan,0.97,90,47.,3.,61.,12.,24.,36.,60.,-,-,0,325,188.
2008,Michigan,1.00,104,79.,10.,38.,58.,-,-,-,-,-,0,213,174.
2007,California,0.95,59,26.,2.,26.,37.,12.,31.,19.,-,-,0,384,111.
2006,Michigan,0.99,118,36.,52.,68.,40.,42.,40.,56.,33.,-,0,469,61.
