date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Australia,0.90,13,7.,10.,6.,9.,7.,6.,7.,5.,6.,0,501,83.
2018,Australia,0.91,18,10.,13.,5.,7.,9.,10.,15.,6.,8.,0,674,72.
2017,Australia,0.88,16,6.,6.,11.,6.,3.,7.,9.,7.,2.,0,546,190.
2016,Australia,0.90,32,23.,26.,12.,22.,-,-,-,19.,-,0,211,300.
2015,Australia,0.92,29,19.,12.,26.,16.,18.,12.,16.,18.,-,0,316,205.
2013,Australia,0.87,23,11.,10.,18.,19.,18.,17.,17.,6.,-,0,491,169.
2011,Australia,0.87,23,18.,5.,9.,5.,5.,6.,18.,22.,-,0,367,179.
2011,United Kingdom,0.95,77,30.,25.,35.,6.,17.,16.,26.,33.,-,0,341,159.
2010,Australia,0.90,27,7.,7.,10.,4.,3.,9.,13.,8.,-,0,537,118.
2009,Australia,0.89,21,13.,15.,2.,9.,-,-,10.,11.,-,0,301,221.
2007,Australia,0.92,22,16.,6.,4.,14.,15.,11.,15.,-,-,0,290,186.
2006,Australia,0.93,27,15.,14.,10.,13.,12.,-,12.,-,-,0,288,153.
2005,Australia,0.92,24,10.,17.,17.,17.,3.,8.,14.,8.,-,0,476,101.
2004,Australia,0.93,22,19.,17.,18.,17.,13.,7.,16.,-,-,0,228,157.
