date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2016,United Kingdom,0.98,106,61.,44.,95.,36.,52.,-,56.,41.,-,0,204,384.
2015,United Kingdom,0.94,92,86.,66.,-,83.,-,-,-,-,-,0,55,417.
2014,United Kingdom,0.98,90,43.,51.,57.,28.,39.,28.,23.,40.,-,-50,230,298.
2013,United Kingdom,0.97,83,42.,39.,51.,48.,47.,25.,41.,17.,-,0,274,279.
2012,United Kingdom,0.95,97,34.,28.,25.,28.,22.,38.,29.,38.,-,0,286,275.
2011,United Kingdom,0.95,77,56.,71.,52.,24.,40.,25.,26.,49.,-,-19,184,308.
2010,United Kingdom,0.97,72,38.,22.,50.,18.,-,43.,35.,-,-,-1,225,253.
2009,United Kingdom,0.96,78,49.,6.,50.,53.,-,-,37.,40.,-,0,280,220.
2008,United Kingdom,0.95,72,33.,18.,59.,25.,25.,28.,31.,-,-,0,266,213.
2007,United Kingdom,0.97,69,35.,27.,21.,29.,35.,38.,34.,-,-,0,271,204.
2006,Germany,0.94,38,31.,24.,11.,22.,29.,30.,28.,-,-,0,201,199.
2006,United Kingdom,0.93,58,45.,21.,32.,38.,-,-,-,-,-,0,188,164.
2005,United Kingdom,0.93,57,28.,6.,50.,26.,10.,30.,23.,-,-,0,361,87.
2004,United Kingdom,0.90,53,8.,19.,21.,11.,3.,28.,16.,11.,4.,0,575,59.
2003,United Kingdom,0.86,34,14.,15.,4.,7.,14.,13.,15.,-,-,0,346,94.
2002,United Kingdom,0.87,35,22.,21.,20.,27.,13.,16.,17.,-,-,0,302,81.
2001,United Kingdom,0.86,23,14.,17.,20.,6.,10.,-,8.,-,-,0,332,60.
