date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2018,Australia,0.91,18,4.,5.,16.,14.,6.,6.,5.,1.,6.,0,823,7.
2017,Australia,0.88,16,2.,9.,8.,5.,5.,2.,5.,2.,1.,0,735,10.
2016,Australia,0.90,32,1.,6.,23.,4.,7.,3.,1.,2.,6.,0,846,16.
2015,Australia,0.92,29,8.,11.,10.,7.,8.,5.,3.,13.,4.,0,665,72.
2014,Australia,0.89,22,10.,13.,19.,13.,12.,14.,4.,10.,13.,0,505,139.
2013,Australia,0.87,23,19.,7.,2.,5.,-,-,9.,-,-,0,344,140.
2012,Australia,0.88,21,3.,4.,6.,12.,5.,11.,10.,4.,-,0,698,47.
2011,Australia,0.87,23,7.,4.,8.,19.,12.,9.,6.,8.,11.,0,583,73.
2010,Australia,0.90,27,8.,4.,8.,11.,10.,-,14.,7.,-,0,479,79.
2009,Australia,0.89,21,3.,2.,1.,10.,3.,8.,6.,4.,-,0,700,41.
2008,Australia,0.94,24,9.,3.,6.,11.,9.,9.,5.,-,-,0,464,48.
2007,Australia,0.92,22,4.,1.,19.,3.,12.,1.,8.,9.,-,0,634,22.
2006,Australia,0.93,27,3.,3.,14.,8.,6.,6.,3.,4.,-,0,774,6.
2006,California,0.97,49,3.,12.,9.,12.,4.,13.,3.,2.,-,0,825,4.
2005,Australia,0.92,24,3.,2.,9.,4.,8.,15.,2.,6.,-,0,668,8.
2004,Australia,0.93,22,1.,9.,2.,8.,3.,3.,1.,1.,-,0,853,3.
2004,Michigan,1.00,129,11.,11.,4.,21.,43.,19.,19.,12.,-,0,728,3.
2003,Australia,0.95,21,6.,3.,9.,3.,2.,13.,3.,8.,-,0,767,3.
2003,Michigan,1.00,111,1.,7.,4.,1.,26.,7.,7.,1.,-,0,895,1.
2002,Australia,0.87,18,1.,7.,3.,1.,1.,1.,1.,1.,-,0,948,6.
2002,Michigan,0.99,121,28.,15.,7.,2.,42.,19.,11.,-,-,0,459,13.
2001,Australia,0.85,18,2.,8.,5.,2.,4.,3.,1.,2.,5.,0,881,3.
