date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.05,Michigan,0.95,114,28.,74.,50.8,24.,55.7,25.,80.0,56.,55.5,61.,24.9,60.,58.6,28.,97.4,20.,77.3,0,500,182.
2022.05,Michigan,0.93,89,60.,83.,32.7,5.,72.3,27.,80.0,49.,4.5,50.,14.2,57.,12.0,45.,5.0,-,0,0,221,382.
2019.05,Michigan,0.97,108,102.,47.,63.8,75.,45.3,79.,55.0,-,0,-,0,-,0,-,0,-,0,0,164,399.
2018.05,Michigan,0.97,114,96.,52.,63.8,20.,65.8,48.,60.0,-,0,-,0,-,0,-,0,-,0,0,190,348.
2017.05,Michigan,0.98,109,80.,89.,58.8,103.,26.3,51.,70.0,82.,32.4,78.,9.8,47.,52.1,69.,11.0,-,0,0,260,276.
2013.06,Lincoln,0.93,60,13.,48.,54.2,44.,45.6,39.,70.0,33.,36.4,10.,38.2,14.,127.1,9.,254.7,4.,81.1,0,707,98.
2013.05,Michigan,0.97,104,55.,88.,58.1,32.,51.8,39.,80.0,-,0,24.,26.6,26.,96.4,58.,12.0,-,0,0,325,219.
2012.06,Lincoln,0.94,65,45.,42.,59.6,32.,52.9,14.,90.0,-,0,-,0,-,0,-,0,-,0,0,202,211.
2012.05,Michigan,0.98,104,35.,89.,56.1,27.,57.3,11.,100.0,40.,45.4,4.,43.9,5.,119.8,54.,10.0,-,0,0,432,116.
2011.05,Michigan,0.97,97,28.,80.,58.3,28.,61.2,15.,100.0,47.,36.7,25.,38.2,3.,143.8,-,0,-,0,0,438,105.
2010.06,California,0.94,56,17.,17.,70.7,22.,55.1,16.,97.0,23.,44.0,2.,46.1,2.,147.7,-,0,-,0,0,461,100.
2008.06,California,0.93,59,16.,44.,55.0,3.,71.3,4.,120.0,18.,48.7,5.,43.7,3.,139.8,-,0,-,0,0,478,58.
2007.06,California,0.95,59,6.,24.,70.0,10.,68.07,7.,120.0,22.,53.23,11.,38.58,6.,129.98,7.,284.32,-,0,0,764,46.
2006.06,California,0.97,49,24.,41.,62.47,18.,56.1,27.,50.0,21.,56.47,19.,30.97,37.,23.37,18.,122.72,-,0,0,402,121.
2005.05,Michigan,0.99,114,84.,87.,70.1,22.,61.02,43.,80.0,90.,3.5,78.,7.84,79.,7.5,-,0,-,0,0,230,133.
2004.05,Michigan,1.00,129,74.,41.,75.19,41.,54.8,48.,80.0,84.,28.13,20.,38.18,83.,7.5,-,0,-,0,0,284,101.
2003.05,Michigan,1.00,111,49.,110.,-14.18,42.,49.93,15.,100.0,57.,29.67,56.,2.5,74.,7.5,19.,163.44,-,0,0,339,82.
2002.05,Michigan,0.99,121,42.,48.,73.5,73.,39.8,46.,80.0,63.,30.75,40.,16.93,41.,47.65,30.,59.5,-,0,0,348,65.
2001.05,Michigan,1.00,108,59.,59.,74.13,51.,49.3,34.,80.0,49.,35.9,41.,12.84,60.,12.46,-,0,-,0,0,265,56.
2000.05,Michigan,0.99,94,41.,58.,61.07,19.,63.08,62.,60.0,31.,49.72,-,0,22.,69.36,-,0,-,0,0,303,51.
1999.05,Michigan,1.00,89,42.,52.,31.07,51.,43.04,46.,75.0,53.,20.35,49.,16.42,41.,55.37,30.,67.45,-,0,0,309,48.
1998.05,Michigan,1.00,81,53.,51.,29.22,44.,48.99,38.,105.0,55.,5.39,33.,26.62,38.,70.9,-,0,-,0,0,286,53.
1997.05,Michigan,0.98,66,24.,18.,35.42,41.,49.51,45.,70.0,35.,11.1,39.,3.86,35.,38.19,15.,217.41,-,0,0,425,39.
1996.05,Michigan,0.99,68,64.,42.,7.62,62.,32.1,65.,41.63,-,0,-,0,-,0,-,0,-,0,0,81,88.
