date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2023.05,Michigan,0.95,114,81.,23.,71.5,66.,41.1,12.,100.0,-,0,-,0,-,0,-,0,-,0,0,212,259.
2022.05,Michigan,0.93,89,37.,18.,77.3,41.,50.6,12.,100.0,49.,4.5,19.,45.3,37.,74.6,37.,9.0,11.,64.4,0,426,178.
2019.05,Michigan,0.97,108,47.,38.,64.7,79.,43.0,19.,90.0,67.,38.6,36.,36.7,53.,52.0,43.,41.0,44.,39.1,0,405,194.
2018.05,Michigan,0.97,114,61.,25.,67.7,58.,51.2,48.,60.0,56.,51.8,55.,25.8,63.,23.5,39.,25.0,-,0,0,305,248.
2017.05,Michigan,0.98,109,69.,63.,62.9,93.,33.1,51.,70.0,23.,78.5,67.,15.6,70.,35.7,46.,25.0,-,0,0,321,203.
2016.05,Michigan,0.98,114,74.,67.,62.4,57.,49.0,74.,60.0,23.,58.1,71.,8.5,83.,35.1,73.,15.0,66.,19.2,0,307,218.
2015.05,Michigan,0.95,108,39.,95.,61.9,69.,45.1,57.,70.0,27.,49.5,43.,11.9,36.,79.4,27.,93.7,37.,40.3,-10,442,185.
2014.05,Michigan,0.97,107,83.,46.,69.2,103.,23.4,74.,60.0,46.,44.8,53.,15.0,-,0,-,0,-,0,-10,202,290.
2013.05,Michigan,0.97,104,43.,28.,72.1,96.,27.0,63.,60.0,58.,24.5,62.,5.7,60.,54.7,35.,98.3,15.,54.4,0,397,231.
2012.05,Michigan,0.98,104,84.,36.,73.4,60.,41.3,44.,70.0,-,0,-,0,55.,7.5,87.,1.0,-,0,0,193,354.
2011.05,Michigan,0.97,97,91.,77.,59.3,85.,31.1,67.,60.0,-,0,-,0,-,0,-,0,-,0,0,150,366.
2007.05,Michigan,0.99,105,49.,64.,74.59,49.,49.8,68.,60.0,35.,51.16,28.,35.3,24.,106.22,-,0,-,0,0,377,113.
2005.05,Michigan,0.99,114,45.,26.,84.81,59.,48.75,77.,60.0,19.,56.9,68.,17.7,79.,7.5,38.,150.36,-,0,0,426,70.
2002.05,Michigan,0.99,121,87.,49.,73.04,-,0,76.,60.0,47.,41.38,51.,13.27,-,0,-,0,-,0,0,188,120.
1997.05,Michigan,0.98,66,61.,57.,-28.44,44.,48.56,65.,25.0,-,0,-,0,-,0,-,0,-,0,0,45,90.
1996.05,Michigan,0.99,68,53.,32.,19.82,57.,35.6,47.,68.21,-,0,-,0,-,0,-,0,-,0,0,124,78.
