date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2019,Australia,0.90,13,4.,9.,4.,4.,1.,3.,10.,2.,4.,0,645,130.
2018,Australia,0.91,18,17.,18.,14.,5.,14.,13.,-,18.,-,0,272,323.
2017,Australia,0.88,16,12.,14.,5.,9.,-,-,-,-,-,0,198,332.
2016,Australia,0.90,32,18.,19.,10.,5.,16.,13.,-,16.,-,0,299,206.
2015,Australia,0.92,29,18.,7.,7.,2.,16.,13.,-,23.,-,0,340,155.
2014,Australia,0.89,22,8.,14.,11.,12.,3.,11.,7.,6.,7.,0,696,68.
2013,Australia,0.87,23,15.,21.,4.,9.,16.,9.,4.,-,-,0,397,130.
2012,Australia,0.88,21,5.,16.,4.,2.,15.,10.,5.,11.,-,0,642,68.
2011,Australia,0.87,23,6.,11.,7.,2.,15.,17.,4.,14.,1.,0,583,109.
2010,Australia,0.90,27,14.,15.,2.,2.,-,-,-,-,-,0,278,137.
2009,Australia,0.89,21,5.,5.,4.,7.,-,-,9.,1.,-,0,632,45.
2009,Germany,0.98,77,24.,51.,40.,16.,40.,6.,12.,-,8.,0,479,35.
2008,Australia,0.94,24,11.,6.,3.,6.,12.,11.,3.,-,-,0,450,20.
2008,Michigan,1.00,104,5.,25.,23.,15.,9.,22.,6.,4.,-,0,829,1.
2007,Australia,0.92,22,2.,3.,5.,1.,5.,10.,4.,1.,-,0,880,1.
2007,United Kingdom,0.97,69,1.,15.,4.,7.,11.,3.,3.,1.,1.,0,925,1.
2006,Australia,0.93,27,1.,1.,1.,2.,2.,3.,2.,1.,-,0,960,1.
2006,California,0.97,49,2.,8.,6.,3.,18.,2.,6.,7.,-,0,825,3.
2006,Michigan,0.99,118,1.,24.,7.,3.,7.,14.,9.,1.,-,0,888,3.
2005,Australia,0.92,24,8.,8.,1.,2.,7.,3.,4.,-,-,0,525,29.
2005,Michigan,0.99,114,37.,32.,1.,5.,54.,19.,3.,-,-,0,482,17.
2004,Australia,0.93,22,2.,5.,1.,6.,9.,9.,2.,2.,-,0,837,4.
2004,United Kingdom,0.90,53,1.,23.,4.,4.,14.,11.,1.,1.,2.,0,907,10.
2003,Australia,0.95,21,9.,15.,12.,12.,12.,11.,2.,9.,-,0,689,28.
2002,Australia,0.87,18,13.,15.,10.,2.,11.,5.,10.,-,-,0,442,74.
2001,Australia,0.85,18,14.,4.,10.,9.,-,-,-,-,-,0,257,98.
