date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2010,Germany,0.97,75,1.,12.,8.,9.,14.,39.,1.,1.,1.,0,867,10.
2010,United Kingdom,0.97,72,18.,5.,9.,2.,12.,2.,2.,-,-,-2,528,23.
2009,Germany,0.98,77,18.,1.,3.,1.,21.,29.,3.,-,1.,0,615,11.
2009,United Kingdom,0.96,78,2.,9.,6.,1.,7.,9.,5.,7.,-,0,786,3.
2008,Germany,0.94,77,1.,30.,1.,15.,7.,6.,3.,1.,1.,0,920,6.
2008,United Kingdom,0.95,72,2.,18.,1.,4.,2.,4.,3.,5.,-,0,752,21.
2008,Michigan,1.00,104,23.,12.,2.,4.,11.,8.,6.,-,-,0,534,37.
2007,Germany,0.95,53,21.,13.,14.,4.,8.,5.,10.,-,-,0,501,32.
2007,United Kingdom,0.97,69,2.,29.,8.,4.,15.,9.,7.,2.,4.,0,889,7.
2006,Germany,0.94,38,3.,28.,1.,11.,16.,1.,7.,5.,2.,0,808,36.
2006,United Kingdom,0.93,58,23.,29.,46.,5.,20.,4.,14.,-,-,0,423,93.
2005,United Kingdom,0.93,57,19.,17.,27.,2.,30.,29.,20.,-,-,0,442,80.
2004,United Kingdom,0.90,53,10.,2.,9.,2.,2.,14.,4.,-,-,0,517,64.
2003,United Kingdom,0.86,34,21.,9.,1.,1.,-,-,-,-,-,0,303,92.
2002,United Kingdom,0.87,35,16.,19.,3.,6.,20.,11.,14.,15.,-,0,485,64.
2001,United Kingdom,0.86,23,20.,20.,18.,10.,-,-,-,-,-,0,192,109.
