Rank,University,Points
1,Oxford Brookes University,114.1
2,University Of Hertfordshire,113.62
3,University of Bath,113.29
4,Cardiff University Wales,97.47
5,University of Birmingham,95.76
6,University of Sheffield,91.69
7,Queen's University Belfast,89.6
8,University of Leeds,89.41
9,Liverpool John Moores University,88.64
10,Lancaster  University,87.82
11,University of Wales Trinity Saint David,85.4
12,University of Surrey,84.43
13,University of Strathclyde,84.21
14,Loughborough University,83.59
15,Brunel University London,81.58
16,University of Southampton,80.61
17,University of Liverpool,80.4
18,University of Aberdeen,79.92
19,University of Warwick,78.47
20,University of the West of England,77.61
21,University of Glasgow,76.4
22,Coventry University,76.03
23,University of Derby,75.0
24,Swansea University,72.47
25,University of Huddersfield,71.15
26,Newcastle University,69.33
27,University of Edinburgh,69.0
28,Heriot-Watt University,68.75
29,De Montfort University,67.43
30,University of Brighton,65.0
31,Staffordshire University,64.8
32,University of Manchester,61.5
33,University of Sussex,60.19
34,University of Leicester,59.5
35,University of Central Lancashire,57.8
36,Birmingham City University,56.67
37,University of Wolverhampton,54.43
38,University of Cambridge,54.32
39,University of Portsmouth,53.8
40,Aston University,48.86
41,University of Ulster,48.53
42,London South Bank University,47.0
43,University of Exeter,46.12
44,University of Dundee,46.0
45,Manchester Metropolitan University,44.69
46,City University London,44.57
47,University of the West of Scotland,43.67
48,University of Hull,42.25
49,Kingston University,42.0
50,Sheffield Hallam University,40.81
51,Queen Mary University of London,34.67
52,University of Salford,34.5
53,University of Nottingham,32.25
54,University College London,28.14
55,University of Sunderland,26.68
56,Imperial College London,23.17
57,University of Northampton,10.0
58,North East Wales Institute of Higher Education,0.0
