Rank,University,Lowest Place,Number of Lowest Place
69,University of Huddersfield,1.0,1
70,University of Queensland,1.0,1
71,University of Ulster,1.0,1
72,University of Waterloo,1.0,1
73,University of Wollongong,1.0,1
74,Université du Québec à Trois-Rivières,1.0,1
75,Xiamen University of Technology,1.0,1
76,Dwarkadas. J. Sanghvi College of Engineering,2.0,2
77,Hochschule Pforzheim,2.0,2
78,Karlsruhe Institute of Technology,2.0,2
79,Rochester Institute of Technology,2.0,2
80,TAMK University of Applied Sciences,2.0,2
81,University of Auckland,2.0,2
82,University of New South Wales,2.0,2
83,Virginia Polytechnic Institute and State University,2.0,2
84,Brown University,2.0,1
85,California State University Los Angeles,2.0,1
86,Centro Federal de Educação Tecnológica de Minas Gerais,2.0,1
87,Curtin University,2.0,1
88,Democritus University of Thrace,2.0,1
89,Escola Politècnica Superior d'Enginyeria de Manresa,2.0,1
90,Fachhochschule Stralsund,2.0,1
91,Instituto Mauá de Tecnologia,2.0,1
92,Instituto Tecnológico de Buenos Aires,2.0,1
93,Massachusetts Institute of Technology,2.0,1
94,Meijo University,2.0,1
95,Oklahoma State University - Stillwater,2.0,1
96,Oregon State University,2.0,1
97,Queen's University Belfast,2.0,1
98,Rensselaer Polytechnic Institute,2.0,1
99,Tokai University,2.0,1
100,UAS Kempten,2.0,1
101,United States Air Force Academy,2.0,1
102,Universidade Federal do Rio de Janeiro,2.0,1
103,Universidade Independente,2.0,1
104,Universitat Politécnica de Valéncia,2.0,1
105,University of California San Diego,2.0,1
106,University of California Los Angeles,2.0,1
107,University of Central Lancashire,2.0,1
108,University of Cincinnati,2.0,1
109,University of Hawaii at Manoa,2.0,1
110,University of Maribor,2.0,1
111,University of Melbourne,2.0,1
112,University of New South Wales - Australian Defence Force Academy,2.0,1
113,University of Sunderland,2.0,1
114,University of Texas at Arlington,2.0,1
115,University of Washington,2.0,1
116,Università della Calabria,2.0,1
117,Universität Paderborn,2.0,1
118,Fachhochschule Coburg,3.0,4
119,California State University Northridge,3.0,2
120,Helsinki Metropolia University of Applied Sciences,3.0,2
121,Politecnico di Milano,3.0,2
122,University of Oklahoma,3.0,2
123,Aston University,3.0,1
124,College of Science and Technology Nihon University,3.0,1
125,Cornell University,3.0,1
126,Czech Technical University in Prague,3.0,1
127,Delhi Technological University,3.0,1
128,ETH Zürich,3.0,1
129,Georgia Southern University,3.0,1
130,Hiroshima Institute of Technology,3.0,1
131,Hochschule für Angewandte Wissenschaften Hamburg,3.0,1
132,Hochschule RheinMain,3.0,1
133,Ibaraki University,3.0,1
134,Iowa State University,3.0,1
135,Kanazawa University,3.0,1
136,Liverpool John Moores University,3.0,1
137,Minnesota State University Mankato,3.0,1
138,Osaka University,3.0,1
139,Oxford Brookes University,3.0,1
140,San José State University,3.0,1
141,Sepuluh Nopember Institute of Technology,3.0,1
142,Shibaura Institute of Technology,3.0,1
143,Technische Hochschule Ostwestfalen-Lippe,3.0,1
144,Tennessee Technological University,3.0,1
145,UAS Würzburg-Schweinfurt,3.0,1
146,United States Naval Academy,3.0,1
147,Universidad Europea de Madrid,3.0,1
148,Universidade Federal de Itajubá - Itajubá,3.0,1
149,University of Malaga,3.0,1
150,University of Sheffield,3.0,1
151,University of Tasmania,3.0,1
152,University of Western Australia,3.0,1
153,University of Wisconsin-Platteville,3.0,1
154,University of Zagreb,3.0,1
155,Université Laval,3.0,1
156,Vishwakarma Institute of Technology,3.0,1
157,VIT University - Chennai,3.0,1
158,VŠB - Technical University of Ostrava,3.0,1
159,Wichita State University,3.0,1
160,Worcester Polytechnic Institute,3.0,1
161,Universidade Federal de Minas Gerais,4.0,2
162,University of New Hampshire,4.0,2
163,University of Yamanashi,4.0,2
164,Università degli Studi di Roma Tor Vergata,4.0,2
165,COEP Technological University ,4.0,1
166,Czech University of Life Sciences Prague,4.0,1
167,Drexel University,4.0,1
168,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,4.0,1
169,Fachhochschule Hannover,4.0,1
170,Fachhochschule Kiel,4.0,1
171,Honda Technical College Kanto,4.0,1
172,K. J. Somaiya College of Engineering,4.0,1
173,Karlstad University,4.0,1
174,Lancaster  University,4.0,1
175,Lund University,4.0,1
176,McGill University,4.0,1
177,Michigan Technological University,4.0,1
178,National Technical University of Athens,4.0,1
179,Politecnico di Torino,4.0,1
180,Siam University,4.0,1
181,Smt. Kashibai Navale College of Engineering,4.0,1
182,South Dakota School of Mines and Technology,4.0,1
183,Staffordshire University,4.0,1
184,Technische Universität Darmstadt,4.0,1
185,Technische Universität Wien,4.0,1
186,The University of Michigan-Dearborn,4.0,1
187,Tongji University,4.0,1
188,University of Hartford,4.0,1
189,University of Leeds,4.0,1
190,University of Michigan - Ann Arbor,4.0,1
191,University of Modena and Reggio Emilia,4.0,1
192,University of Rijeka,4.0,1
193,University of South Florida,4.0,1
194,University of Strathclyde,4.0,1
195,University of the West of England,4.0,1
196,Wroclaw University of Technology,4.0,1
197,Aalborg University,5.0,1
198,Aso College of Automotive Engineering and Technology,5.0,1
199,Białystok University of Technology,5.0,1
200,Cardiff University Wales,5.0,1
201,Daido Institute of Technology,5.0,1
202,De Montfort University,5.0,1
203,Fachhochschule Aachen,5.0,1
204,FAMU-FSU College of Engineering,5.0,1
205,FH Campus Wien,5.0,1
206,Gadjah Mada University,5.0,1
207,Griffith University,5.0,1
208,Honda Technical College Kansai,5.0,1
209,Kogakuin University,5.0,1
210,Nagoya University,5.0,1
211,Okayama University,5.0,1
212,Ostbayerische Technische Hochschule Regensburg,5.0,1
213,PSG College of Technology,5.0,1
214,Rose-Hulman Institute of Technology,5.0,1
215,Saginaw Valley State University,5.0,1
216,Slovak University of Technology in Bratislava,5.0,1
217,Sophia University,5.0,1
218,Technion - Israel Institute of Technology,5.0,1
219,Technische Hochschule Mittelhessen,5.0,1
220,The Ohio State University,5.0,1
221,The University of Newcastle,5.0,1
222,Tokyo Denki University,5.0,1
223,UNESP - Campus de Ilha Solteira,5.0,1
224,Universidad Nacional Autónoma de México,5.0,1
225,Universitas Negeri Yogyakarta,5.0,1
226,University of Connecticut,5.0,1
227,University of Delaware,5.0,1
228,University of Missouri,5.0,1
229,University of Oulu,5.0,1
230,University of Seville,5.0,1
231,University of Sydney,5.0,1
232,University of Texas at Austin,5.0,1
233,Università degli studi di Padova,5.0,1
234,Doshisha University,6.0,2
235,University of Birmingham,6.0,2
236,University of Toronto,6.0,2
237,Università degli Studi di Napoli Federico II,6.0,2
238,Ain Shams University,6.0,1
239,Aristotle University of Thessaloniki,6.0,1
240,Ben-Gurion University of the Negev,6.0,1
241,Brunel University London,6.0,1
242,California State Polytechnic University Pomona,6.0,1
243,California State University Sacramento,6.0,1
244,Ecole Nationale d'Ingénieurs de Metz,6.0,1
245,Lehigh University,6.0,1
246,Missouri University of Science and Technology,6.0,1
247,Otto-von-Guericke-Universität Magdeburg,6.0,1
248,Rzeszów University of Technology,6.0,1
249,Technical University of Liberec,6.0,1
250,University of Alberta,6.0,1
251,University of Brescia,6.0,1
252,University of Maryland,6.0,1
253,University of Toledo,6.0,1
254,University of Waikato,6.0,1
255,Università degli Studi di Roma La Sapienza,6.0,1
256,Utsunomiya University,6.0,1
257,Yıldız Technical University,6.0,1
258,California State University Fullerton,7.0,2
259,Edith Cowan University,7.0,2
260,Universität Kassel,7.0,2
261,Arizona State University,7.0,1
262,Australian National University,7.0,1
263,Chalmers University of Technology,7.0,1
264,Gdańsk University of Technology,7.0,1
265,Indiana University – Purdue University Indianapolis,7.0,1
266,Kanagawa Institute of Technology,7.0,1
267,King Mongkut's University of Technology Thonburi,7.0,1
268,Kingston University,7.0,1
269,Kobe University,7.0,1
270,Luleå University of Technology,7.0,1
271,Manchester Metropolitan University,7.0,1
272,Marche Polytechnic University,7.0,1
273,Northwestern University,7.0,1
274,Purdue University - West Lafayette,7.0,1
275,Rheinisch-Westfälische Technische Hochschule Aachen,7.0,1
276,Tottori University,7.0,1
277,University of Belgrade (Универзитет у Београду),7.0,1
278,University of Canterbury,7.0,1
279,University of Glasgow,7.0,1
280,University of Kansas,7.0,1
281,University of Nebraska–Lincoln,7.0,1
282,University of New Mexico,7.0,1
283,University of Nottingham,7.0,1
284,University of Sussex,7.0,1
285,University of Texas at San Antonio,7.0,1
286,University of Wolverhampton,7.0,1
287,Università di Pisa,7.0,1
288,West Virginia University,7.0,1
289,Yokohama National University,7.0,1
290,Fachhochschule Konstanz,8.0,3
291,Auburn University,8.0,2
292,Okayama University of Science,8.0,2
293,University of Liverpool,8.0,2
294,University of North Carolina at Charlotte,8.0,2
295,Aichi Institute of Technology,8.0,1
296,Fachhochschule Dortmund,8.0,1
297,Hochschule für Technik und Wirtschaft Mittweida,8.0,1
298,Kinki University,8.0,1
299,Kurume Institute of Technology,8.0,1
300,Lawrence Technological University,8.0,1
301,Linköping University,8.0,1
302,Meisei University,8.0,1
303,National University of Singapore,8.0,1
304,Poznan University of Technology,8.0,1
305,Tallinn TU UAS,8.0,1
306,Technische Universität Dresden,8.0,1
307,TECNUN - University of Navarra,8.0,1
308,Texas Tech University,8.0,1
309,Universidad Simón Bolívar,8.0,1
310,Georgia Institute of Technology,9.0,2
311,AGH University of Science and Technology,9.0,1
312,College of Industrial Technology Nihon University,9.0,1
313,Cégep du Vieux Montréal,9.0,1
314,Ferdowsi University of Mashad,9.0,1
315,Kokushikan University,9.0,1
316,KTH Royal Institute of Technology,9.0,1
317,Oakland University,9.0,1
318,Osaka Institute of Technology,9.0,1
319,Prince of Songkla University,9.0,1
320,Silesian University of Technology,9.0,1
321,Universidad de Vigo,9.0,1
322,Universidade de Lisboa - Instituto Superior Técnico,9.0,1
323,University of Malta,9.0,1
324,University of Pittsburgh,9.0,1
325,University of Thessaly,9.0,1
326,University of Warwick,9.0,1
327,University of West Bohemia,9.0,1
328,University of Illinois at Urbana-Champaign,10.0,2
329,Università degli Studi di Firenze,10.0,2
330,Western University,10.0,2
331,Bauman Moscow State Technical University,10.0,1
332,California State University Fresno,10.0,1
333,Hope College,10.0,1
334,Institute of Technologists,10.0,1
335,MIT World Peace University,10.0,1
336,North Carolina State University,10.0,1
337,Queensland University of Technology,10.0,1
338,Shizuoka Institute of Science and Technology,10.0,1
339,South Dakota State University,10.0,1
340,Technische Universität Braunschweig,10.0,1
341,University of North Texas,10.0,1
342,University of Technology Sydney,10.0,1
343,Universität Bayreuth,10.0,1
344,Université de Sherbrooke,10.0,1
345,University of Florida,11.0,2
346,Beijing Institute of Technology,11.0,1
347,Dartmouth College,11.0,1
348,Dr. D. Y. Patil Institute Of Engineering and Technology,11.0,1
349,Keio University,11.0,1
350,Nihon Automobile College,11.0,1
351,Reykjavík University,11.0,1
352,Ruhr-Universität Bochum,11.0,1
353,Technische Universität Bergakademie Freiberg,11.0,1
354,University of British Columbia - Vancouver,11.0,1
355,University of Houston,11.0,1
356,University of Louisiana at Lafayette,11.0,1
357,University of Wales Trinity Saint David,11.0,1
358,Washington University in St. Louis,11.0,1
359,Tokyo University of Science,12.0,2
360,Duke University,12.0,1
361,Fachhochschule für Wirtschaft und Technik,12.0,1
362,Gheorghe Asachi Technical University of Iaşi,12.0,1
363,Hochschule für Technik und Wirtschaft Berlin,12.0,1
364,Kyushu Institute of Technology,12.0,1
365,Northern Illinois University,12.0,1
366,Saarland University,12.0,1
367,Sheffield Hallam University,12.0,1
368,University of Agder,12.0,1
369,University of Alabama,12.0,1
370,University of Central Florida,12.0,1
371,University of Colorado Denver,12.0,1
372,University of Manchester,12.0,1
373,Warsaw University of Technology,12.0,1
374,University of Manitoba,13.0,2
375,Bradley University,13.0,1
376,Duale Hochschule Baden-Württemberg Stuttgart,13.0,1
377,Fachhochschule Osnabrück,13.0,1
378,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,13.0,1
379,John von Neumann University,13.0,1
380,Kanazawa Institute of Technology,13.0,1
381,Marquette University,13.0,1
382,Setsunan University,13.0,1
383,Technological University Dublin,13.0,1
384,Thai-Nichi Institute of Technology,13.0,1
385,University of Evansville,13.0,1
386,University of Southern California,13.0,1
387,Wayne State University,13.0,1
388,Western Michigan University,13.0,1
389,Birmingham City University,14.0,1
390,California State University Long Beach,14.0,1
391,Chiba University,14.0,1
392,Colorado School of Mines,14.0,1
393,Concordia University,14.0,1
394,Imperial College London,14.0,1
395,Kookmin University,14.0,1
396,McMaster University,14.0,1
397,Michigan State University,14.0,1
398,Technische Universität Kaiserslautern,14.0,1
399,University of Calgary,14.0,1
400,University of Kentucky,14.0,1
401,University of Split,14.0,1
402,Cooper Union,15.0,1
403,Hiroshima University,15.0,1
404,Hunan University,15.0,1
405,Technische Universität Dortmund,15.0,1
406,Temple University,15.0,1
407,University of Adelaide,15.0,1
408,University of Minnesota Twin Cities,15.0,1
409,University of Southampton,15.0,1
410,Yeungnam University College,15.0,1
411,Dalhousie University,16.0,1
412,Florida Atlantic University,16.0,1
413,Lakehead University,16.0,1
414,National Taipei University of Technology,16.0,1
415,Osaka Sangyo University,16.0,1
416,Southern Illinois University Carbondale,16.0,1
417,Technische Universiteit Eindhoven,16.0,1
418,Toyota Technical College Nagoya,16.0,1
419,Universidad Politécnica de Madrid (UPM),16.0,1
420,Western Washington University,16.0,1
421,Westsächsische Hochschule Zwickau,16.0,1
422,Kennesaw State University,17.0,1
423,Louisiana State University,17.0,1
424,San Diego State University,17.0,1
425,Santa Clara University,17.0,1
426,Shizuoka University,17.0,1
427,Southern Methodist University,17.0,1
428,Columbia University,18.0,1
429,Duale Hochschule Baden-Württemberg Ravensburg,18.0,1
430,Heriot-Watt University,18.0,1
431,Pennsylvania State University,18.0,1
432,Ryerson University,18.0,1
433,The University of Tokyo,18.0,1
434,Universidad LaSalle,18.0,1
435,University of Victoria,19.0,2
436,Colorado State University,19.0,1
437,Florida International University,19.0,1
438,Norwegian University of Science and Technology,19.0,1
439,Portland State University,19.0,1
440,University College London,19.0,1
441,Universität Siegen,19.0,1
442,École Centrale de Lyon,19.0,1
443,Clarkson University,20.0,1
444,Hokkaido University,20.0,1
445,Hubei University of Automotive Technology,20.0,1
446,Moscow Polytechnic University,20.0,1
447,Pellissippi State Community College,20.0,1
448,Ritsumeikan University,20.0,1
449,Tokyo University of Agriculture and Technology,20.0,1
450,Kansas State University,21.0,1
451,Korea University of Technology and Education,21.0,1
452,Osaka City University,21.0,1
453,Shizuoka Professional College of Automobile Technology,21.0,1
454,Technische Hochschule Köln,21.0,1
455,University of Arizona,21.0,1
456,University of Pennsylvania,21.0,1
457,University of Surrey,21.0,1
458,King Mongkut's Institute of Technology Ladkrabang,22.0,1
459,Swinburne University of Technology,22.0,1
460,University of North Dakota,22.0,1
461,University of Virginia,22.0,1
462,Washington State University,22.0,1
463,Toyohashi University of Technology,23.0,1
464,Universitatea Transilvania din Braşov,23.0,1
465,Clemson University,24.0,1
466,Queen's University,24.0,1
467,University of Fukui,24.0,1
468,University of Moratuwa,24.0,1
469,University of the Pacific,24.0,1
470,Waseda University,24.0,1
471,Østfold University College,24.0,1
472,Chungbuk National University,25.0,1
473,Kumoh National Institute of Technology,25.0,1
474,Oregon Institute of Technology,25.0,1
475,Recinto Universitario de Mayagüez,25.0,1
476,University of North Florida,25.0,1
477,University of Saskatchewan,25.0,1
478,Université de Versailles-Saint-Quentin-en-Yvelines,25.0,1
479,WIZ International College of Information and Technology,25.0,1
480,Deggendorf Institute of Technology,26.0,1
481,Gifu University,26.0,1
482,Montana State University - Bozeman,26.0,1
483,Saitama Institute of Technology,26.0,1
484,Stevens Institute of Technology,26.0,1
485,The University of Kitakyushu,26.0,1
486,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,27.0,1
487,HAN University of Applied Sciences,27.0,1
488,Mississippi State University,27.0,1
489,Niigata University,27.0,1
490,Old Dominion University,27.0,1
491,Polytechnic Institute of Leiria,28.0,1
492,State University of New York at Buffalo,28.0,1
493,Università degli Studi della Tuscia,28.0,1
494,Hochschule Bonn-Rhein-Sieg,29.0,1
495,Kasetsart University,29.0,1
496,Saitama University,29.0,1
497,Seikei University,29.0,1
498,University of Windsor,29.0,1
499,Chulalongkorn University,30.0,1
500,Central Michigan University,31.0,1
501,Sanyo-Onoda City University at Tokyo University of Science,31.0,1
502,Teikyo University,31.0,1
503,University of Ontario Institute of Technology,31.0,1
504,National Tsing Hua University,32.0,1
505,St. Cloud State University,33.0,1
506,University of Puerto Rico,35.0,1
507,Carnegie Mellon University,38.0,1
508,Syracuse University,38.0,1
509,University of Ottawa,38.0,1
510,Bergische Universität Wuppertal,39.0,1
511,Penn State Harrisburg,39.0,1
512,University of St. Thomas,39.0,1
513,Université du Québec à Chicoutimi,41.0,1
514,Brandenburgische Technische Universität Cottbus,42.0,1
515,University of Toyama,42.0,1
516,University of Wyoming,43.0,1
517,Seoul National University of Science and Technology,44.0,1
518,Grand Valley State University,46.0,1
519,University of Messina,49.0,1
520,University of Minnesota Duluth,50.0,1
521,Colorado Mesa University,51.0,1
522,Acharya Institute of Technology,inf,0
523,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,inf,0
524,Ajou University,inf,0
525,Akita Prefectural University,inf,0
526,Alabama A&amp;M University,inf,0
527,Alexandria University,inf,0
528,Aligarh Muslim University,inf,0
529,Amity School of Engineering and Technology,inf,0
530,Amrita School of Engineering Coimbatore,inf,0
531,Amrutvahini College Of Engineering Sangamner,inf,0
532,Ana G. Méndez University - Gurabo,inf,0
533,Aoyama Gakuin University,inf,0
534,Arab Academy for Science Technology &amp; Maritime Transport (AASTMT),inf,0
535,Ataturk University,inf,0
536,Bangalore Institute of Technology,inf,0
537,Belgorod state technological university named after V. G. Shukhov,inf,0
538,Berlin School of Economics,inf,0
539,Bharati Vidyapeeth College of Engineering,inf,0
540,Bhartiya Institute of Engineering and Technology,inf,0
541,Binghamton University,inf,0
542,Birla Institute of Science and Technology Pilani - Dubai,inf,0
543,Birla Institute of Technology &amp; Science  Pilani,inf,0
544,Birla Institute of Technology Mesra,inf,0
545,BITS Pilani KK Birla Goa Campus,inf,0
546,Brigham Young University,inf,0
547,Cairo University,inf,0
548,Cape Peninsula University of Technology,inf,0
549,Case Western Reserve University,inf,0
550,Cedarville University,inf,0
551,Central Piedmont Community College,inf,0
552,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,inf,0
553,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,inf,0
554,CESI École d’ingénieurs - Nanterre,inf,0
555,Ceylon-German Technical Training Institute,inf,0
556,Chaitanya Bharathi Institute of Technology,inf,0
557,Chandigarh University,inf,0
558,Charotar University of Science and Technology,inf,0
559,Cherepovets State University,inf,0
560,Chiba Institute of Technology,inf,0
561,Chitkara University Punjab,inf,0
562,City College of The City University of New York,inf,0
563,City University London,inf,0
564,Cleveland State University,inf,0
565,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,inf,0
566,D.Y. Patil School of Engineering Academy Ambi,inf,0
567,Deakin University,inf,0
568,DHA Suffa University,inf,0
569,DIT University,inf,0
570,Dr. Mahalingam College of Engineering and Technology,inf,0
571,Düzce University,inf,0
572,Embry-Riddle Aeronautical University,inf,0
573,Escola de Engenharia de Lorena da Universidade de São Paulo,inf,0
574,Escola Universitària Salesiana de Sarrià (UAB),inf,0
575,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,inf,0
576,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,inf,0
577,ESIA San Luis Potosi,inf,0
578,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),inf,0
579,Fachhochschule Frankfurt am Main,inf,0
580,Faculty of Textile Science &amp; Technology. Shinshu University,inf,0
581,Fanshawe College,inf,0
582,Federal University of Paraíba,inf,0
583,Federation University Australia,inf,0
584,Ferris State University,inf,0
585,Flinders University,inf,0
586,Florida Institute of Technology,inf,0
587,Fr Conceicao Rodrigues College of Engineering,inf,0
588,Frederick University,inf,0
589,Fukui University of Technology,inf,0
590,G.V.Acharya Institute of Engineering &amp; Technology,inf,0
591,Galgotias University,inf,0
592,Grand Canyon University,inf,0
593,Graphic Era University,inf,0
594,Guangxi University of Science and Technology,inf,0
595,Gunma University,inf,0
596,Guru Gobind Singh Indraprastha University,inf,0
597,Hacettepe University,inf,0
598,Haldia Institute of Technology,inf,0
599,Hanyang University,inf,0
600,Hanze University of Applied Sciences Groningen,inf,0
601,Helwan University (‏جامعة حلوان),inf,0
602,Hindustan Institute of Technology and Science,inf,0
603,HMR Institute of Technology &amp; Management,inf,0
604,Hochschule Offenburg,inf,0
605,Hoseo University,inf,0
606,IMT Nord Europe - Douai,inf,0
607,Indian Institute of Technology Bombay,inf,0
608,Indian Institute of Technology Delhi,inf,0
609,Indian Institute of Technology Dhanbad,inf,0
610,Indian Institute of Technology Kanpur,inf,0
611,Indian Institute of Technology Kharagpur,inf,0
612,Indian Institute of Technology Roorkee,inf,0
613,Indira Gandhi Delhi Technical University for Women,inf,0
614,Institute of Technology Bandung,inf,0
615,Instituto Politécnico Nacional,inf,0
616,Instituto Superior de Engenharia de Coimbra,inf,0
617,Instituto Superior de Engenharia de Lisboa,inf,0
618,Instituto Tecnológico de Chihuahua,inf,0
619,Iran University of Science and Technology - Arak,inf,0
620,Isfahan University of Technology,inf,0
621,Istanbul Technical University,inf,0
622,J.C. Bose University of Science and Technology YMCA,inf,0
623,J.S.S. Academy of Technical Education Noida,inf,0
624,James Cook University,inf,0
625,Jilin University,inf,0
626,Jordan University of Science and Technology,inf,0
627,K L University,inf,0
628,Kakatiya Institute of Technology and Science Warangal,inf,0
629,Kalinga Institute of Industrial Technology,inf,0
630,Karel de Grote University College,inf,0
631,KLE Technological University,inf,0
632,Koblenz University of Applied Science,inf,0
633,Kochi University of Technology,inf,0
634,Kumaraguru College of Technology,inf,0
635,Kunsan National University,inf,0
636,Kyushu Sangyo University,inf,0
637,Kyushu University,inf,0
638,Laxmi Devi Institute of Engineering &amp; Technology,inf,0
639,Leibniz Universität Hannover,inf,0
640,LeTourneau University,inf,0
641,Liaoning University of Technology,inf,0
642,Lokmanya Tilak College of Engineering,inf,0
643,London South Bank University,inf,0
644,Lovely Professional University,inf,0
645,Loyola Marymount University,inf,0
646,M.H. Saboo Siddik College of Engineering,inf,0
647,Madras Institute of Technology,inf,0
648,Maejo University,inf,0
649,Manav Rachna International University,inf,0
650,Manipal Academy of Higher Education,inf,0
651,Mansoura University,inf,0
652,Marathwada Mitra Mandal's College of Engineering,inf,0
653,MCT's Rajiv Gandhi Institute of Technology,inf,0
654,Memorial University of Newfoundland,inf,0
655,MGM's Jawaharlal Nehru Engineering College,inf,0
656,Miami University,inf,0
657,Middle East Technical University,inf,0
658,Middle Tennessee State University,inf,0
659,Midwestern State University,inf,0
660,Milwaukee School of Engineering,inf,0
661,Monroe County Community College,inf,0
662,Moscow State Automobile &amp; Road Technical University - MADI,inf,0
663,Nagesh Karajagi Orchid College Of Engineering &amp; Technology,inf,0
664,National Institute of Technology - Calicut,inf,0
665,National Institute of Technology - Jamshedpur,inf,0
666,National Institute of Technology - Karnataka,inf,0
667,National Institute of Technology - Kurukshetra,inf,0
668,National Institute of Technology - Rourkela,inf,0
669,National Technical University of Ukraine Kyiv Polytechnic Institute,inf,0
670,National University of Sciences and Technology - Karachi,inf,0
671,NBN Sinhgad School Of Engineering,inf,0
672,NED University of Engineering and Technology,inf,0
673,Nelson Mandela Metropolitan University,inf,0
674,Netaji Subhas Institute of Technology,inf,0
675,New Jersey Institute of Technology,inf,0
676,Newcastle University,inf,0
677,Nicholls State University,inf,0
678,Nirma University,inf,0
679,Nitte Meenakshi Institute of Technology,inf,0
680,Nizhny Novgorod State Technical University,inf,0
681,North Carolina Agricultural and Technical State University,inf,0
682,North Dakota State University,inf,0
683,North East Wales Institute of Higher Education,inf,0
684,Odessa Polytechnic National State University,inf,0
685,Osaka Prefecture University,inf,0
686,P.E.S. Modern College of Engineering,inf,0
687,PEC University of Technology,inf,0
688,Peoples' Friendship University of Russia,inf,0
689,PES Institute of Technology,inf,0
690,PES University,inf,0
691,Peter the Great St. Petersburg Polytechnic University,inf,0
692,Philadelphia University,inf,0
693,Pillai College Of Engineering,inf,0
694,Pimpri Chinchwad College Of Engineering,inf,0
695,Pittsburg State University,inf,0
696,Politecnico di Bari,inf,0
697,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,inf,0
698,Polytechnic Institute of New York University,inf,0
699,Polytechnic University of Puerto Rico,inf,0
700,Pune Vidyarti Griha's college of Engineering and Technology,inf,0
701,Purdue University - Northwest,inf,0
702,Queen Mary University of London,inf,0
703,R.V.College of Engineering,inf,0
704,Rajarambapu Institute of Technology,inf,0
705,Rajarshi Shahu College Of Engineering,inf,0
706,Rajendra Mane College of Engineering and Technology,inf,0
707,Ramaiah Institute of Technology,inf,0
708,Rayat Institute of Engineering and Information Technology,inf,0
709,RMD Sinhgad School of Engineering,inf,0
710,Saint Louis University,inf,0
