Rank,University,Lowest Place,#
1,Universität Stuttgart,1st,20
2,GFR DHBW Ravensburg & Oregon State University,1st,18
3,Missouri University of Science and Technology,1st,10
4,Monash University,1st,10
5,Hochschule Esslingen,1st,8
6,Centro Universitário da FEI,1st,7
7,Sophia University,1st,7
8,Technical University of Munich,1st,7
9,Technische Universität Graz,1st,7
10,Czech Technical University in Prague,1st,6
11,University of Texas at Arlington,1st,6
12,Kyoto Institute of Technology,1st,5
13,Texas A&M University,1st,5
14,University of Western Australia,1st,5
15,École de Technologie Superieure,1st,5
16,Fachhochschule Coburg,1st,4
17,Hochschule für Angewandte Wissenschaften Hamburg,1st,4
18,Universitat Politécnica de Valéncia,1st,4
19,University of Wollongong,1st,4
20,Fachhochschule Joanneum Graz,1st,3
21,University of Kansas,1st,3
22,Università degli studi di Padova,1st,3
23,Centro Universitário Facens,1st,2
24,Cornell University,1st,2
25,Karlsruhe Institute of Technology,1st,2
26,Nagoya Institute of Technology,1st,2
27,Osaka University,1st,2
28,Rochester Institute of Technology,1st,2
29,Technische Universität Darmstadt,1st,2
30,Tokai University,1st,2
31,University of Leeds,1st,2
32,University of Michigan - Ann Arbor,1st,2
33,University of Toronto,1st,2
34,Yokohama National University,1st,2
35,Aichi Institute of Technology,1st,1
36,Auburn University,1st,1
37,Białystok University of Technology,1st,1
38,Budapest University of Technology and Economics,1st,1
39,Cardiff University Wales,1st,1
40,Centro Federal de Educação Tecnológica de Minas Gerais,1st,1
41,Chiba University,1st,1
42,Coventry University,1st,1
43,Doshisha University,1st,1
44,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,1
45,Georgia Institute of Technology,1st,1
46,Gifu University,1st,1
47,Gujarat Technological University,1st,1
48,Helsinki Metropolia University of Applied Sciences,1st,1
49,Hiroshima University,1st,1
50,Hochschule Darmstadt UAS,1st,1
51,Institute of Technologists,1st,1
52,Kanazawa Institute of Technology,1st,1
53,Kasetsart University,1st,1
54,King Mongkut's University of Technology Thonburi,1st,1
55,Kobe University,1st,1
56,Kogakuin University,1st,1
57,Korea University of Technology and Education,1st,1
58,Kurume Institute of Technology,1st,1
59,Kyoto University,1st,1
60,Kyushu Institute of Technology,1st,1
61,Liaoning University of Technology,1st,1
62,Manipal Academy of Higher Education,1st,1
63,Meijo University,1st,1
64,Nagoya University,1st,1
65,Nihon Automobile College,1st,1
66,Niigata University,1st,1
67,Nippon Institute of Technology,1st,1
68,Okayama University of Science,1st,1
69,Okayama University,1st,1
70,Osaka City University,1st,1
71,Osaka Institute of Technology,1st,1
72,Osaka Sangyo University,1st,1
73,Pimpri Chinchwad College Of Engineering,1st,1
74,RMIT University,1st,1
75,Saitama Institute of Technology,1st,1
76,San José State University,1st,1
77,Sanyo-Onoda City University at Tokyo University of Science,1st,1
78,Seikei University,1st,1
79,Sepuluh Nopember Institute of Technology,1st,1
80,Setsunan University,1st,1
81,Shibaura Institute of Technology,1st,1
82,Shizuoka Institute of Science and Technology,1st,1
83,Shizuoka Professional College of Automobile Technology,1st,1
84,Shizuoka University,1st,1
85,Siam University,1st,1
86,Sojo University,1st,1
87,Technische Universität Braunschweig,1st,1
88,Tokyo City University,1st,1
89,Tokyo University of Agriculture and Technology,1st,1
90,Tokyo University of Science,1st,1
91,Tongji University,1st,1
92,Toyohashi University of Technology,1st,1
93,Toyota Technical College Nagoya,1st,1
94,TU Delft,1st,1
95,Universitas Negeri Yogyakarta,1st,1
96,University of Fukui,1st,1
97,University of Glasgow,1st,1
98,University of Illinois at Urbana-Champaign,1st,1
99,University of Missouri,1st,1
100,University of Queensland,1st,1
101,University of Sheffield,1st,1
102,University of Wisconsin-Madison,1st,1
103,University of Yamanashi,1st,1
104,Università degli Studi di Firenze,1st,1
105,Universität Kassel,1st,1
106,Utsunomiya University,1st,1
107,University of Modena and Reggio Emilia,2nd,6
108,Curtin University,2nd,5
109,Swinburne University of Technology,2nd,3
110,The University of Tokyo,2nd,3
111,École Polytechnique de Montréal,2nd,3
112,Brno University of Technology,2nd,2
113,ETH Zürich,2nd,2
114,Friedrich-Alexander-Universität Erlangen-Nürnberg,2nd,2
115,Politecnico di Milano,2nd,2
116,Politecnico di Torino,2nd,2
117,Technische Universität Berlin,2nd,2
118,The University of Akron,2nd,2
119,University of Applied Sciences Ravensburg-Weingarten,2nd,2
120,University of Oklahoma,2nd,2
121,AGH University of Science and Technology,2nd,1
122,Alma Mater Studiorum - Università di Bologna,2nd,1
123,Delhi Technological University,2nd,1
