Rank,University,Points
1,Osaka University,121.19
2,Kyoto University,119.19
3,Yokohama National University,117.38
4,Nagoya University,112.69
5,Sophia University,111.74
6,Kyushu Sangyo University,110.0
7,Ibaraki University,109.96
8,Toyohashi University of Technology,100.93
9,Nagoya Institute of Technology,100.26
10,Tokyo Denki University,97.62
11,The University of Tokyo,97.51
12,Kyoto Institute of Technology,97.27
13,Kanagawa Institute of Technology,93.66
14,Kobe University,93.54
15,Utsunomiya University,90.93
16,Chiba University,90.49
17,Shibaura Institute of Technology,89.86
18,Meijo University,89.12
19,Doshisha University,89.03
20,Keio University,88.88
21,Tokyo University of Science,88.3
22,Tokyo University of Agriculture and Technology,87.05
23,Okayama University,86.59
24,Tokai University,85.45
25,Kyushu Institute of Technology,83.8
26,Kanazawa University,82.5
27,Shizuoka University,82.16
28,Tokyo City University,82.07
29,Osaka City University,81.33
30,Kochi University of Technology,80.53
31,Daido Institute of Technology,80.29
32,Kokushikan University,80.05
33,Ritsumeikan University,79.47
34,Kanazawa Institute of Technology,79.14
35,College of Science and Technology Nihon University,78.88
36,Kogakuin University,77.98
37,Tokyo Metropolitan University,77.34
38,Osaka Institute of Technology,76.36
39,Gifu University,76.04
40,Tokyo Metropolitan College of Industrial Technology,75.0
41,Seikei University,74.7
42,University of Yamanashi,74.0
43,Nippon Institute of Technology,73.09
44,Kinki University,71.72
45,Osaka Sangyo University,71.17
46,Shizuoka Institute of Science and Technology,70.08
47,Waseda University,68.89
48,Nihon Automobile College,67.5
49,Honda Technical College Kansai,64.82
50,Toyota Technical College Nagoya,64.55
51,Saitama University,64.33
52,Kurume Institute of Technology,62.79
53,Hokkaido University,61.85
54,University of Fukui,61.45
55,Honda Technical College Kanto,61.22
56,Chiba Institute of Technology,61.17
57,Akita Prefectural University,58.68
58,Sanyo-Onoda City University at Tokyo University of Science,55.75
59,Institute of Technologists,55.25
60,Niigata University,55.18
61,Meisei University,55.14
62,Hiroshima University,51.5
63,Sojo University,48.82
64,Tottori University,47.78
65,The University of Kitakyushu,47.6
66,Aichi Institute of Technology,46.67
67,Teikyo University,46.0
68,Hokkaido Automotive Engineering College,45.0
69,Kyushu University,45.0
70,Faculty of Textile Science & Technology. Shinshu University,44.04
71,Gunma University,44.0
72,University of Toyama,43.4
73,Tokyo Institute of Technology,41.0
74,Shonan Institute of Technology,40.0
75,Osaka Prefecture University,39.8
76,Aoyama Gakuin University,39.17
77,Fukui University of Technology,37.11
78,College of Industrial Technology Nihon University,36.79
79,Okayama University of Science,36.25
80,Setsunan University,34.4
81,Shizuoka Professional College of Automobile Technology,34.17
82,Hiroshima Institute of Technology,31.67
83,Yamagata University,31.67
84,Saitama Institute of Technology,30.14
85,Tokyo Tech Car College Setagaya,21.0
86,Aso College of Automotive Engineering and Technology,19.0
87,WIZ International College of Information and Technology,0.0
