date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2022.09,Spain,0.85,38,21.,4.,93.9,25.,55.2,9.,118.0,-,0,-,0,-,0,-,0,-,0,0,267,68.
2022.07,United Kingdom,0.85,51,10.,6.,90.0,3.,103.0,4.,138.0,-,0,-,0,-,0,-,0,-,0,16,347,62.
2021.08,Spain,0.85,16,9.,1.,96.3,10.,56.9,6.,121.0,6.,25.3,5.,55.9,-,0,-,0,-,0,0,355,47.
2019.08,Spain,0.95,39,10.,9.,84.0,19.,61.0,10.,97.0,21.,26.4,21.,28.4,20.,4.5,9.,104.8,5.,96.0,0,502,34.
2019.07,United Kingdom,0.85,64,10.,2.,99.0,6.,62.6,3.,141.0,24.,3.5,8.,32.1,9.,96.2,20.,14.0,2.,91.9,0,540,47.
2018.08,Spain,0.97,38,21.,6.,85.0,12.,64.0,10.,104.0,-,0,-,0,20.,4.5,16.,25.0,-,0,0,282,52.
2018.07,United Kingdom,0.88,70,24.,3.,96.0,1.,75.0,11.,115.0,8.,54.7,10.,23.9,-,0,34.,10.0,-,0,0,375,45.
2017.08,Spain,0.97,30,19.,12.,84.0,13.,64.0,18.,92.5,-,0,20.,33.1,19.,27.9,11.,25.0,-,0,0,326,44.
2017.07,United Kingdom,0.85,62,19.,7.,73.6,1.,75.0,5.,137.0,2.,65.1,8.,31.8,-,0,43.,4.0,-,0,0,386,52.
2016.08,Spain,0.97,29,19.,6.,83.3,20.,56.5,14.,106.0,13.,34.1,16.,30.2,18.,4.6,-,0,-,0,0,315,47.
2016.07,United Kingdom,0.98,106,58.,52.,47.9,7.,68.4,36.,100.0,-,0,-,0,-,0,-,0,-,0,0,216,51.
2015.08,Spain,0.97,30,17.,16.,48.64,15.,55.07,23.,74.0,16.,27.53,10.,32.09,14.,4.5,-,0,-,0,0,242,43.
2015.07,United Kingdom,0.94,92,40.,37.,51.7,33.,54.2,34.,95.0,20.,32.1,24.,13.9,39.,9.6,47.,2.0,-,0,0,258,36.
2014.08,Spain,0.96,23,13.,14.,59.32,4.,72.0,20.,58.0,15.,21.56,14.,27.99,13.,11.24,12.,82.59,1.,100.0,0,433,29.
2014.07,United Kingdom,0.98,90,31.,29.,56.8,24.,57.9,28.,100.0,33.,14.8,17.,24.9,34.,32.8,49.,4.0,-,0,0,291,41.
2013.09,Spain,0.85,16,11.,12.,61.7,7.,57.7,13.,84.0,13.,14.6,12.,49.9,10.,38.8,-,0,9.,54.3,0,361,34.
2013.07,United Kingdom,0.97,83,52.,26.,58.1,1.,75.0,60.,69.0,-,0,-,0,-,0,-,0,-,0,0,202,44.
2012.09,Spain,0.85,13,11.,3.,76.2,12.,56.4,11.,64.0,11.,3.5,11.,5.86,10.,4.5,8.,25.0,-,0,0,235,38.
