Rank,University,Lowest Place,#
1,ETH Zürich,1st,14
2,Universität Stuttgart,1st,10
3,Tallinn TU UAS,1st,7
4,TU Delft,1st,6
5,Westsächsische Hochschule Zwickau,1st,6
6,Technical University of Munich,1st,4
7,University of Washington,1st,3
8,Czech Technical University in Prague,1st,2
9,Duale Hochschule Baden-Württemberg Stuttgart,1st,2
10,Fachhochschule Joanneum Graz,1st,2
11,Hochschule Esslingen,1st,2
12,Karlsruhe Institute of Technology,1st,2
13,Monash University,1st,2
14,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1st,2
15,Rheinisch-Westfälische Technische Hochschule Aachen,1st,2
16,Technische Universität Bergakademie Freiberg,1st,2
17,Technische Universität Dresden,1st,2
18,École de Technologie Superieure,1st,2
19,Alma Mater Studiorum - Università di Bologna,1st,1
20,Budapest University of Technology and Economics,1st,1
21,Carnegie Mellon University,1st,1
22,Fachhochschule Kiel,1st,1
23,Fachhochschule München,1st,1
24,Hochschule Bonn-Rhein-Sieg,1st,1
25,Jilin University,1st,1
26,National Technical University of Athens,1st,1
27,Pimpri Chinchwad College Of Engineering,1st,1
28,Politecnico di Torino,1st,1
29,Smt. Kashibai Navale College of Engineering,1st,1
30,Technische Universität Graz,1st,1
31,University of Adelaide,1st,1
32,University of Pennsylvania,1st,1
33,University of Queensland,1st,1
34,University of Wollongong,1st,1
35,Universität Bayreuth,1st,1
36,École Polytechnique de Montréal,1st,1
37,Norwegian University of Science and Technology,2nd,3
38,Technische Universiteit Eindhoven,2nd,3
39,Technische Universität Berlin,2nd,3
40,Technische Universität Hamburg,2nd,3
41,GFR DHBW Ravensburg & Oregon State University,2nd,2
42,GFR DHBW Ravensburg & Oregon State University,2nd,2
43,Politecnico di Milano,2nd,2
44,University of Canterbury,2nd,2
45,Ecole Nationale d'Ingénieurs de Metz,2nd,1
46,K. J. Somaiya College of Engineering,2nd,1
47,Leibniz Universität Hannover,2nd,1
48,Leopold-Franzens-Universität Innsbruck,2nd,1
49,Massachusetts Institute of Technology,2nd,1
50,Rochester Institute of Technology,2nd,1
51,Shenzhen Technology University,2nd,1
52,Technische Universität Darmstadt,2nd,1
53,Universidade de Lisboa - Instituto Superior Técnico,2nd,1
54,University of Auckland,2nd,1
55,University of California Davis,2nd,1
56,University of Ljubljana,2nd,1
57,University of Michigan - Ann Arbor,2nd,1
58,University of New South Wales,2nd,1
59,Université Laval,2nd,1
60,Warsaw University of Technology,2nd,1
61,Brno University of Technology,3rd,4
62,Technische Hochschule Ingolstadt,3rd,3
63,Aristotle University of Thessaloniki,3rd,2
64,Barcelona School of Industrial Engineering - ETSEIB - UPC,3rd,1
65,Chalmers University of Technology,3rd,1
66,Helsinki Metropolia University of Applied Sciences,3rd,1
67,Hochschule Pforzheim,3rd,1
68,Hochschule RheinMain,3rd,1
69,Lund University,3rd,1
70,McGill University,3rd,1
71,San José State University,3rd,1
72,South China University of Technology,3rd,1
73,Swinburne University of Technology,3rd,1
74,Technische Universität Wien,3rd,1
75,TECNUN - University of Navarra,3rd,1
76,University of Bath,3rd,1
77,University of Seville,3rd,1
78,University of Texas at Austin,3rd,1
79,Università degli Studi di Parma,3rd,1
80,Università degli Studi di Trento,3rd,1
81,Georg-Simon-Ohm-Hochschule Nürnberg,4th,2
82,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,4th,2
83,UAS Würzburg-Schweinfurt,4th,2
84,Universität Siegen,4th,2
85,Deggendorf Institute of Technology,4th,1
86,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),4th,1
87,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),4th,1
88,Fachhochschule Osnabrück,4th,1
89,Georgia Institute of Technology,4th,1
90,Hebei University of Technology,4th,1
91,Technische Hochschule Augsburg,4th,1
92,The University of Akron,4th,1
93,The University of Newcastle,4th,1
94,University of Illinois at Urbana-Champaign,4th,1
95,University of Maribor,4th,1
96,University of Minnesota Twin Cities,4th,1
97,University of Tasmania,4th,1
98,University of the Basque Country,4th,1
99,Universität Paderborn,4th,1
100,Duale Hochschule Baden-Württemberg - Mannheim,5th,3
101,RMIT University,5th,3
102,KU Leuven - Group T Campus,5th,2
103,University of Wisconsin-Madison,5th,2
104,Bern University of Applied Sciences,5th,1
105,HES-SO Valais-Wallis,5th,1
106,Hochschule Aalen - Technik und Wirtschaft,5th,1
107,Imperial College London,5th,1
108,Missouri University of Science and Technology,5th,1
109,National Tsing Hua University,5th,1
110,Ostfalia University of Applied Sciences,5th,1
111,Technische Universität Clausthal,5th,1
112,University of Nottingham,5th,1
113,University of Zagreb,5th,1
114,Universität Duisburg-Essen,5th,1
115,Yıldız Technical University,5th,1
116,Hochschule für Angewandte Wissenschaften Hamburg,6th,2
117,Ostbayerische Technische Hochschule Regensburg,6th,2
118,University of Manitoba,6th,2
119,Curtin University,6th,1
120,Hochschule für Angewandte Wissenschaften Hof,6th,1
121,Hochschule Landshut,6th,1
122,Slovak University of Technology in Bratislava,6th,1
123,Technische Hochschule Köln,6th,1
124,University of Melbourne,6th,1
125,University of Stavanger,6th,1
126,University of Strathclyde,6th,1
127,University of Technology Sydney,6th,1
128,University of Technology Sydney,6th,1
129,University of Toronto,6th,1
130,Universität Bremen,6th,1
131,Virginia Polytechnic Institute and State University,6th,1
132,École Polytechnique Fédérale de Lausanne,6th,1
133,Otto-von-Guericke-Universität Magdeburg,7th,1
134,Purdue University - West Lafayette,7th,1
135,Saarland University,7th,1
136,Technische Universität Braunschweig,7th,1
137,UAS Kempten,7th,1
138,Universidade Estadual de Campinas,7th,1
139,University of Warwick,7th,1
140,Università degli studi di Padova,7th,1
141,Università degli Studi di Roma La Sapienza,7th,1
142,Hochschule Ruhr West - UAS,8th,2
143,Barcelona East School of Engineering - EEBE - UPC,8th,1
144,Dalian University of Technology,8th,1
145,Indian Institute of Technology Delhi,8th,1
146,Kennesaw State University,8th,1
147,KTH Royal Institute of Technology,8th,1
148,Nagoya Institute of Technology,8th,1
149,Olin College of Engineering,8th,1
150,Queen's University Belfast,8th,1
151,Ulm University of Applied Sciences,8th,1
152,University of South Australia,8th,1
153,Universität Kassel,8th,1
154,Technische Universität Ilmenau,9th,2
155,Coventry University,9th,1
156,Fachhochschule für Wirtschaft und Technik,9th,1
157,Liaoning University of Technology,9th,1
158,Technische Universität Dortmund,9th,1
159,Tongji University,9th,1
160,University of Iceland,9th,1
161,University of Pittsburgh,9th,1
162,University of Southern Denmark,9th,1
163,University of Texas at Arlington,9th,1
164,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,10th,2
165,Ben-Gurion University of the Negev,10th,1
166,Griffith University,10th,1
167,Nagoya University,10th,1
168,National University of Singapore,10th,1
169,Queensland University of Technology,10th,1
170,University of Agder,10th,1
171,University of Patras,10th,1
172,University of Western Australia,10th,1
173,Western University,10th,1
174,Zürcher Hochschule für Angewandte Wissenschaften,10th,1
175,Fachhochschule Konstanz,11th,1
176,Guangxi University of Science and Technology,11th,1
177,Hochschule Mannheim,11th,1
178,Moscow State Automobile & Road Technical University - MADI,11th,1
179,Moscow State Automobile & Road Technical University - MADI,11th,1
180,National Taipei University of Technology,11th,1
181,Universidad Pontificia Comillas,11th,1
182,University of Applied Sciences Ravensburg-Weingarten,11th,1
183,University of Surrey,11th,1
184,Beijing Institute of Technology,12th,1
185,Cornell University,12th,1
186,Istanbul Technical University,12th,1
187,Oxford Brookes University,12th,1
188,Rzeszów University of Technology,12th,1
189,Gadjah Mada University,13th,1
190,Guangdong University of Technology,13th,1
191,University of British Columbia - Vancouver,13th,1
192,Concordia University,14th,1
193,University of Porto,14th,1
194,Yancheng Institute of Technology,15th,1
195,California State Polytechnic University - San Luis Obispo,16th,1
196,Hochschule Karlsruhe,17th,1
197,University of Southampton,17th,1
198,Chongqing University,18th,1
199,Chongqing University of Technology,19th,1
200,Columbia University,19th,1
201,Harbin Institute of Technology at Weihai,19th,1
202,Hochschule Darmstadt UAS,19th,1
203,Hochschule Darmstadt UAS,19th,1
204,Hefei University of Technology,21st,1
205,Pennsylvania State University,21st,1
206,Technische Universität Chemnitz,21st,1
207,The University of Tokyo,21st,1
208,Università di Pisa,21st,1
209,Western Michigan University,23rd,1
210,Indian Institute of Technology Bombay,24th,1
211,Indian Institute of Technology Roorkee,24th,1
212,Taiyuan Institute of Technology,24th,1
213,Tohoku University,24th,1
214,Zhejiang University of Water Resources and Electric Power,25th,1
215,Newcastle University,26th,1
216,Centro Universitário da FEI,27th,1
217,Jiangsu University,27th,1
218,Shizuoka University,27th,1
219,Sophia University,27th,1
220,Toyohashi University of Technology,27th,1
221,Hubei University of Automotive Technology,28th,1
222,University of New Mexico,28th,1
223,Iwate University,29th,1
224,University of Yamanashi,29th,1
225,Niigata Institute of Technology,30th,1
226,Nissan Automobile Technical College Kyoto,30th,1
227,Toyota Technical College Nagoya,30th,1
228,Auburn University,32nd,1
229,University of Missouri,32nd,1
230,Shizuoka Institute of Science and Technology,33rd,1
231,Beihang University,34th,1
232,Fujian Agriculture and Forestry University,34th,1
233,Northeastern University,34th,1
234,Kanagawa University,63rd,1
235,AGH University of Science and Technology,N/A,0
236,Aichi Institute of Technology,N/A,0
237,Ain Shams University,N/A,0
238,Belgorod state technological university named after V. G. Shukhov,N/A,0
239,Binghamton University,N/A,0
240,Birla Institute of Science and Technology Pilani - Dubai,N/A,0
241,Birla Institute of Technology Mesra,N/A,0
242,Birla Institute of Technology Mesra,N/A,0
243,Brigham Young University,N/A,0
244,Brunel University London,N/A,0
245,Cairo University,N/A,0
246,California Baptist University,N/A,0
247,California Institute of Technology,N/A,0
248,Central South University - Changsha,N/A,0
249,Cooper Union,N/A,0
250,Daido Institute of Technology,N/A,0
251,Dalhousie University,N/A,0
252,De Montfort University,N/A,0
253,Delhi Technological University,N/A,0
254,Democritus University of Thrace,N/A,0
255,Drexel University,N/A,0
256,Duale Hochschule Baden-Württemberg Mosbach,N/A,0
257,Dwarkadas. J. Sanghvi College of Engineering,N/A,0
258,ECAM LaSalle - Campus de Lyon,N/A,0
259,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),N/A,0
260,Fachhochschule Stralsund,N/A,0
261,FH Münster,N/A,0
262,Fr Conceicao Rodrigues College of Engineering,N/A,0
263,Friedrich-Alexander-Universität Erlangen-Nürnberg,N/A,0
264,Ghent University,N/A,0
265,Guangxi Science and Technology University Lushan College,N/A,0
266,Guangzhou City University of Technology,N/A,0
267,Hangzhou Dianzi University,N/A,0
268,Hanze University of Applied Sciences Groningen,N/A,0
269,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,N/A,0
270,Heriot-Watt University,N/A,0
271,Hochschule Düsseldorf,N/A,0
272,Hochschule für Technik und Wirtschaft Berlin,N/A,0
273,Hochschule für Technik und Wirtschaft Mittweida,N/A,0
274,Hochschule Niederrhein,N/A,0
275,Illinois Institute of Technology,N/A,0
276,Indian Institute of Technology Kanpur,N/A,0
277,Indian Institute of Technology Madras,N/A,0
278,Institute of Technologists,N/A,0
279,Instituto Superior de Engenharia de Lisboa,N/A,0
280,Islamic Azad University of Karaj,N/A,0
281,Kanagawa Institute of Technology,N/A,0
282,Karlstad University,N/A,0
283,King Mongkut's University of Technology Thonburi,N/A,0
284,Kingston University,N/A,0
285,Kookmin University,N/A,0
286,Kyushu Institute of Technology,N/A,0
287,Lancaster  University,N/A,0
288,Linköping University,N/A,0
289,Liverpool John Moores University,N/A,0
290,Loughborough University,N/A,0
291,Louisiana State University,N/A,0
292,Manchester Metropolitan University,N/A,0
293,McMaster University,N/A,0
294,MIT World Peace University,N/A,0
295,Nanjing Agricultural University,N/A,0
296,Nanjing University of Aeronautics and Astronautics,N/A,0
297,Nanyang Technological University,N/A,0
298,National Cheng Kung University,N/A,0
299,National Institute of Technology - Karnataka,N/A,0
300,National Taiwan University of Science and Technology,N/A,0
301,National Taiwan University,N/A,0
302,National University of Sciences and Technology - Karachi,N/A,0
303,National Yang Ming Chiao Tung University,N/A,0
304,Ningbo University,N/A,0
305,North Carolina State University,N/A,0
306,Northwestern Polytechnical University,N/A,0
307,Northwestern University,N/A,0
308,Pakistan Institute of Engineering & Applied Sciences,N/A,0
309,Pakistan Institute of Engineering & Applied Sciences,N/A,0
310,Pillai College Of Engineering,N/A,0
311,Portland State University,N/A,0
312,Poznan University of Technology,N/A,0
313,PSG Institute of Technology and Applied Research,N/A,0
314,R.V.College of Engineering,N/A,0
315,Rajiv Gandhi Institute of Technology - Kottayam,N/A,0
316,Rajiv Gandhi Institute of Technology - Mumbai,N/A,0
317,Rajshahi University of Engineering & Technology,N/A,0
318,Rajshahi University of Engineering & Technology,N/A,0
319,Ramaiah Institute of Technology,N/A,0
320,Rensselaer Polytechnic Institute,N/A,0
321,Rhein-Waal University of Applied Sciences,N/A,0
322,Ruhr-Universität Bochum,N/A,0
323,Rutgers The State University of New Jersey,N/A,0
324,Rutgers The State University of New Jersey,N/A,0
325,Ryerson University,N/A,0
326,Salesian University School of Sarrià - EUSS,N/A,0
327,San Diego State University,N/A,0
328,Sardar Patel College of Engineering Mumbai,N/A,0
329,Sardar Patel College of Engineering Mumbai,N/A,0
330,Seikei University,N/A,0
331,Sepuluh Nopember Institute of Technology,N/A,0
332,Shangdong Jiaotong University,N/A,0
333,Shanghai University of Engineering Science,N/A,0
334,Shizuoka Professional College of Automobile Technology,N/A,0
335,Silesian University of Technology,N/A,0
336,South China Agricultural University,N/A,0
337,SRM Institute of Science and Technology - Kattankulathur,N/A,0
338,St. Vincent Pallotti College of Engineering and Technology,N/A,0
339,Taiyuan University of Technology,N/A,0
340,Technical University of Cluj-Napoca,N/A,0
341,Technical University of Denmark,N/A,0
342,Technion - Israel Institute of Technology,N/A,0
343,Technische Hochschule Ostwestfalen-Lippe,N/A,0
344,Texas A&M University at Qatar,N/A,0
345,Texas A&M University,N/A,0
346,Texas A&M University at Qatar,N/A,0
347,Texas A&M University,N/A,0
348,Thakur College of Engineering and Technology,N/A,0
349,The Hague University of Applied Sciences,N/A,0
350,The Hong Kong Polytechnic University,N/A,0
351,The University of Hong Kong,N/A,0
352,The University of Michigan-Dearborn,N/A,0
353,Thomas More Mechelen - De Nayer,N/A,0
354,Tokyo University of Technology,N/A,0
355,Toronto Metropolitan University,N/A,0
356,Universidad de Castilla-La Mancha,N/A,0
357,Universidad de Oviedo,N/A,0
358,Universidad Nacional Autónoma de México,N/A,0
359,Universidad Politecnica Salesiana,N/A,0
360,Universidad Politécnica de Cartagena,N/A,0
361,Universidad Politécnica de Madrid (UPM),N/A,0
362,Universidad Pompeu Fabra - TecnoCampus,N/A,0
363,University College Dublin,N/A,0
364,University of Alcalá,N/A,0
365,University of Belgrade,N/A,0
366,University of Birmingham,N/A,0
367,University of Bristol,N/A,0
368,University of Burgundy - ISAT,N/A,0
369,University of Calgary,N/A,0
370,University of California - Santa Cruz,N/A,0
371,University of California Berkeley,N/A,0
372,University of California Irvine,N/A,0
373,University of California Los Angeles,N/A,0
374,University of California Riverside,N/A,0
375,University of California Santa Barbara,N/A,0
376,University of California Berkeley,N/A,0
377,University of California Los Angeles,N/A,0
378,University of California Riverside,N/A,0
379,University of Cincinnati,N/A,0
380,University of Colorado - Colorado Springs,N/A,0
381,University of Florida,N/A,0
382,University of Fukui,N/A,0
383,University of Glasgow,N/A,0
384,University of Guelph,N/A,0
385,University Of Hertfordshire,N/A,0
386,University of Huddersfield,N/A,0
387,University of Iowa,N/A,0
388,University of Kansas,N/A,0
389,University of Kocaeli,N/A,0
390,University of La Laguna,N/A,0
391,University of Leicester,N/A,0
392,University of Liverpool,N/A,0
393,University of Malaga,N/A,0
394,University of Malta,N/A,0
395,University of Maryland,N/A,0
396,University of Miskolc,N/A,0
397,University of Moratuwa,N/A,0
398,University of Nevada - Reno,N/A,0
399,University of New South Wales - Australian Defence Force Academy,N/A,0
400,University of North Carolina at Asheville,N/A,0
401,University of North Carolina at Charlotte,N/A,0
402,University of Nottingham Ningbo China,N/A,0
403,University of Ontario Institute of Technology,N/A,0
404,University of Oxford,N/A,0
405,University of Southern California,N/A,0
406,University of Sussex,N/A,0
407,University of Texas at San Antonio,N/A,0
408,University of Twente,N/A,0
409,University of Utah,N/A,0
410,University of Victoria,N/A,0
411,University of Virginia,N/A,0
412,University of Waterloo,N/A,0
413,University of West Attica,N/A,0
414,University of West Bohemia,N/A,0
415,University of Western Macedonia,N/A,0
416,University of Windsor,N/A,0
417,University of York,N/A,0
418,Università degli Studi di Cassino e del Lazio Meridionale,N/A,0
419,Università degli Studi di Napoli Federico II,N/A,0
420,Università degli studi di Trieste,N/A,0
421,Università della Calabria,N/A,0
422,Universität der Bundeswehr München,N/A,0
423,Vidyavardhini's College of Engineering and Technology,N/A,0
424,Vishwakarma Institute of Technology,N/A,0
425,VIT University - Chennai,N/A,0
426,VIT University - Vellore,N/A,0
427,Vitoria-University of the Basque Country,N/A,0
428,Vrije Universiteit Brussel,N/A,0
429,Western Washington University,N/A,0
430,Wroclaw University of Technology,N/A,0
431,Wuhan Vocational College of Software and Engineering,N/A,0
432,Xi'an Vocational University Of Automobile,N/A,0
